218.161.44.30 - - [31/Dec/2015:00:30:05 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW8-09957010/HW8-09957010.html HTTP/1.1" 200 8788 "https://www.google.com.tw/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:30:10 +0800] "GET /favicon.ico HTTP/1.1" 404 289 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW8-09957010/HW8-09957010.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:32:16 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW4-09957010/HW4-09957010.html HTTP/1.1" 200 5237 "https://www.google.com.tw/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:32:16 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW4-09957010/Stylesheets/HW4-09957010.css HTTP/1.1" 200 444 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW4-09957010/HW4-09957010.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:32:49 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW2-09957010/HW2-09957010.html HTTP/1.1" 200 3153 "https://www.google.com.tw/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:32:50 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW2-09957010/resource/CSS_valid.jpeg HTTP/1.1" 200 29233 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW2-09957010/HW2-09957010.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:32:52 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW2-09957010/resource/HTML_valid.jpeg HTTP/1.1" 200 528870 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW2-09957010/HW2-09957010.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:33:02 +0800] "GET /~pika1021/ HTTP/1.1" 200 5679 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
218.161.44.30 - - [31/Dec/2015:00:33:02 +0800] "GET /~pika1021/Stylesheets/Generic_stylesheet.css HTTP/1.1" 200 1583 "http://ind.ntou.edu.tw/~pika1021/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
173.252.114.115 - - [31/Dec/2015:00:33:45 +0800] "GET /~pika1021 HTTP/1.1" 301 321 "-" "facebookexternalhit/1.1"
66.220.158.106 - - [31/Dec/2015:00:33:45 +0800] "GET /~pika1021/ HTTP/1.1" 206 5679 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
61.228.171.186 - - [31/Dec/2015:00:34:45 +0800] "GET /~pika1021/ HTTP/1.1" 200 5679 "https://www.facebook.com" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:34:45 +0800] "GET /~pika1021/Stylesheets/Generic_stylesheet.css HTTP/1.1" 200 1583 "http://ind.ntou.edu.tw/~pika1021/" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:35:01 +0800] "GET /~pika1021/Programming/ HTTP/1.1" 200 5101 "http://ind.ntou.edu.tw/~pika1021/" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:35:03 +0800] "GET /~pika1021/Programming/Web_development/index.html HTTP/1.1" 200 5056 "http://ind.ntou.edu.tw/~pika1021/Programming/" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:35:04 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/index.html HTTP/1.1" 200 7544 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/index.html" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:35:18 +0800] "GET /~pika1021/Programming/Web_development/Web_programming_homeworks/Webpages/HW5-09957010/HW5-09957010.html HTTP/1.1" 200 5721 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/Web_programming_homeworks/index.html" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
75.83.254.38 - - [31/Dec/2015:00:38:31 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/00 HTTP/1.1" 404 355 "http://ind.ntou.edu.tw/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
61.228.171.186 - - [31/Dec/2015:00:39:19 +0800] "GET /~pika1021/Programming/Web_development/My_projects/index.html HTTP/1.1" 200 5054 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/index.html" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:39:20 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/ HTTP/1.1" 200 5402 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/My_projects/index.html" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
61.228.171.186 - - [31/Dec/2015:00:39:20 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/ HTTP/1.1" 200 5402 "http://ind.ntou.edu.tw/~pika1021/Programming/Web_development/My_projects/index.html" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0"
212.129.41.34 - - [31/Dec/2015:00:45:29 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/00 HTTP/1.1" 404 355 "http://ind.ntou.edu.tw/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
45.58.117.236 - - [31/Dec/2015:00:50:48 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/002_phpin HTTP/1.1" 404 362 "http://ind.ntou.edu.tw/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
212.129.41.34 - - [31/Dec/2015:00:54:14 +0800] "GET /~pika1021/Programming/Web_development/My_projects/PHP_Learning_Experiences/00 HTTP/1.1" 404 355 "http://ind.ntou.edu.tw/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
